Date,ProductGrp,Cntry,Site,Type,Rank,Brand,Model,Name,Price,Curr
2019-05-29,Mobile,CZ,Mall,Tile,8,Samsung,Galaxy A50 4,"Samsung Galaxy A50 4 GB / 128 GB, modr",8990.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,12,Samsung,Galaxy S10e 128GB,"Samsung Galaxy S10e, 128GB, Green",19490.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,10,Samsung,Galaxy S10+ 128GB,"Samsung Galaxy S10+, 128GB, White",25990.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,3,Samsung,Galaxy A40 4,"Samsung Galaxy A40, 4 GB/64 GB, Black",6490.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,12,Samsung,Galaxy A40 Dual,Samsung Galaxy A40 Dual SIM ern v limitovan edici od Seznamu,6499.0,CZK
2019-05-30,Mobile,CZ,Datart,TOP,7,Samsung,Galaxy J3 (2017),Samsung Galaxy J3 (2017),5990.0,CZK
2019-05-30,Mobile,CZ,Datart,TOP,10,Samsung,Galaxy A40 Dual,Samsung Galaxy A40 Dual SIM ern (SM-A405FZKDXEZ),2999.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,9,Samsung,Galaxy A70 6,"Samsung Galaxy A70, 6 GB/128 GB, White",10490.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,15,Samsung,Galaxy S10 Plus,Samsung Galaxy S10 Plus G975F 128GB,20720.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,22,Samsung,Galaxy S8 G950F,Samsung Galaxy S8 G950F 64GB,9745.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,12,Samsung,Galaxy A40 A405F,Samsung Galaxy A40 A405F Dual SIM,5418.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,21,Samsung,Galaxy A7 (2018),Samsung Galaxy A7 (2018),5740.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,3,Samsung,Galaxy A50 A505F,Samsung Galaxy A50 A505F Dual SIM,6950.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,9,Samsung,Galaxy S10 G973F,Samsung Galaxy S10 G973F 128GB,17090.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,2,Samsung,Galaxy S10e G970F,Samsung Galaxy S10e G970F 128GB,13550.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,13,Samsung,Galaxy S9 G960F,Samsung Galaxy S9 G960F 64GB Dual SIM,9999.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,10,HUAWEI,Y6 Prime (2018),HUAWEI Y6 Prime (2018),3499.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,7,HUAWEI,P smart Black,HUAWEI P smart Black,3999.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,5,HUAWEI,P20 Lite Midnight,HUAWEI P20 Lite Midnight Black,5999.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,17,HUAWEI,P20 Lite Sakura,HUAWEI P20 Lite Sakura Pink,5999.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,18,HUAWEI,P20 Lite Klein,HUAWEI P20 Lite Klein Blue,5999.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,18,HUAWEI,P20 Lite 4GB/64GB,Huawei P20 Lite 4GB/64GB Dual SIM,4950.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,17,HUAWEI,P30 - Breathing,Huawei P30 - Breathing Crystal (SP-P30DSCOM),,CZK
2019-05-30,Mobile,CZ,Datart,Tile,19,HUAWEI,P30 - Black,Huawei P30 - Black (SP-P30DSBOM),1260.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,7,HUAWEI,P30 6 GB/128,"Huawei P30, 6 GB/128 GB, Midnight Black",15990.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,13,Xiaomi,Redmi 7 3,"Xiaomi Redmi 7, 3 GB / 64 GB, Global Version, Eclipse Black",4494.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,11,Xiaomi,Redmi 7 3,"Xiaomi Redmi 7, 3 GB / 32 GB, Global Version, Eclipse Black",3990.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,23,Xiaomi,Mi 9 SE,Xiaomi Mi 9 SE 6GB/64GB,8000.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,24,Xiaomi,Redmi 6A 2GB/16GB,Xiaomi Redmi 6A 2GB/16GB,1980.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,19,Xiaomi,Redmi 7 3GB/32GB,Xiaomi Redmi 7 3GB/32GB,3330.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,25,Xiaomi,Mi 8 Lite,Xiaomi Mi 8 Lite 4GB/64GB,4530.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,20,Xiaomi,Mi A2 Lite,Xiaomi Mi A2 Lite 4GB/64GB,3945.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,7,Xiaomi,Mi 9 6GB/128GB,Xiaomi Mi 9 6GB/128GB,11700.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,17,Xiaomi,Redmi 6 3GB/32GB,Xiaomi Redmi 6 3GB/32GB,2788.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,1,Xiaomi,Redmi Note 7,Xiaomi Redmi Note 7 4GB/64GB,4892.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,6,Xiaomi,Redmi Note 7,Xiaomi Redmi Note 7 4GB/128GB,5550.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,14,Apple,iPhone SE 32GB,Apple iPhone SE 32GB,5450.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,16,Apple,iPhone XR 64GB,Apple iPhone XR 64GB,17888.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,10,Apple,iPhone X 64GB,Apple iPhone X 64GB,20350.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,11,Apple,iPhone 6s 32GB,Apple iPhone 6S 32GB,6890.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,8,Apple,iPhone XS 64GB,Apple iPhone XS 64GB,23150.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,5,Apple,iPhone 7 32GB,Apple iPhone 7 32GB,9155.0,CZK
2019-05-30,Mobile,CZ,Heureka,TOP,4,Apple,iPhone 8 64GB,Apple iPhone 8 64GB,13850.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,5,Honor,8A 3+32GB Blue,"Honor 8A, 3+32GB, Blue",3790.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,1,Honor,20 Lite 4,"Honor 20 Lite, 4 GB/128 GB, Phantom Blue",6990.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,2,Honor,Play 64GB Navy,"Honor Play, 64GB, Navy Blue",5990.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,6,Honor,Play 64GB Ultra,"Honor Play, 64GB, Ultra Violet",5990.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,15,ALCATEL,1S Metallic Black,"Alcatel 1S, Metallic Black (5024D)",2690.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,16,ALCATEL,1S Metallic Blue,"Alcatel 1S, Metallic Blue (5024D)",2690.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,19,ALCATEL,3 4GB/64GB Black,"Alcatel 3, 4GB/64GB, Black Blue (5053K)",4490.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,20,ALCATEL,3 4GB/64GB Blue,"Alcatel 3, 4GB/64GB, Blue Purple (5053K)",4490.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,14,ALCATEL,1C (5003D),Alcatel 1C (5003D),1590.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,18,ALCATEL,1X (5059X),Alcatel 1X (5059X),1990.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,17,ALCATEL,1X (5059X),Alcatel 1X (5059X),1890.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,22,ALCATEL,5V (5060D),Alcatel 5V (5060D),3290.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,21,ALCATEL,5V (5060D),Alcatel 5V (5060D),3490.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,23,ALCATEL,3C (5026D),Alcatel 3C (5026D),2590.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,24,ALCATEL,3C (5026D),Alcatel 3C (5026D),2590.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,16,Aligator,VS 900 Senior,Aligator VS 900 Senior Dual SIM stbrn/erven (AVS900RS),1081.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,15,myPhone,Hammer Bow Plus,myPhone Hammer Bow Plus Dual SIM ern/oranov (TELMYHBOWPOR),8990.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,25,Tesla,SimplePhone A50 ern,Tesla SimplePhone A50 ern (TAMBPSNA50BK),8990.0,CZK
2019-05-30,Mobile,SK,Nay,Tile,16,Cubot,King Kong Dual,Cubot King Kong Dual SIM ierny,109.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,3,HTC,U Play ierny,HTC U Play ierny vystaven kus s plnou zrukou,199.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,1,Umidigi,One Pro Dual,Umidigi One Pro Dual SIM fialov,149.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,9,HUAWEI,P30 Lite modr,Huawei P30 Lite modr,359.0,EUR
2019-05-30,Mobile,CZ,Datart,Tile,12,myPhone,7300 Dual SIM,myPhone 7300 Dual SIM ern/stbrn (TELMY7300GR),6490.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,23,Nokia,210 Dual SIM,Nokia 210 Dual SIM ern (16OTRB01A04),1081.0,CZK
2019-05-30,Mobile,SK,Nay,Tile,2,Umidigi,One Pro Dual,Umidigi One Pro Dual SIM ierny,149.0,EUR
2019-05-30,Mobile,CZ,Datart,Tile,21,Nokia,230 Dual SIM,Nokia 230 Dual SIM bl (A00026951),1790.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,18,Nokia,230 Dual SIM,Nokia 230 Dual SIM ern (A00026952),2199.0,CZK
2019-05-30,Mobile,SK,Nay,Tile,12,Honor,7A modr,Honor 7A modr,99.0,EUR
2019-05-30,Mobile,CZ,Alza,Tile,11,Honor,8X 64GB modr,Honor 8X 64GB modr,5989.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,9,Honor,7A 32GB Modr,Honor 7A 32GB Modr,2799.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,20,Honor,7A 32GB Zlat,Honor 7A 32GB Zlat,2799.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,21,Honor,7A 32GB ern,Honor 7A 32GB ern,2799.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,3,Apple,Xr 64GB erven,iPhone Xr 64GB erven,22490.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,25,Aligator,A321 Senior bl,"Aligator A321 Senior, bl",663.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,20,Aligator,V650 Senior ern/stbrn,Aligator V650 Senior ern/stbrn (AV650BS),15990.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,14,Aligator,V650 Senior stbrn/erven,Aligator V650 Senior stbrn/erven (AV650RS),666.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,11,Aligator,VS 900 Senior,Aligator VS 900 Senior Dual SIM ern/stbrn (AVS900BS),9990.0,CZK
2019-05-30,Mobile,SK,Nay,Tile,11,HUAWEI,Y5 2018 ierny,Huawei Y5 2018 ierny,109.0,EUR
2019-05-30,Mobile,CZ,Alza,Tile,6,HUAWEI,nova 3i fialov,HUAWEI nova 3i fialov,5999.0,CZK
2019-05-30,Mobile,CZ,Datart,TOP,4,HUAWEI,P30 Lite modr,Huawei P30 lite modr (SP-P30LDSLOM),4444.0,CZK
2019-05-30,Mobile,CZ,Datart,TOP,1,HUAWEI,P20 lite rov,Huawei P20 lite rov (SP-P20LDSPOM),6490.0,CZK
2019-05-30,Mobile,CZ,Datart,TOP,6,HUAWEI,P20 lite ern,Huawei P20 lite ern (SP-P20LDSBOM),8990.0,CZK
2019-05-30,Mobile,CZ,Datart,TOP,9,HUAWEI,nova 3 fialov,Huawei nova 3 fialov (SP-NOVA3FOM),2999.0,CZK
2019-05-30,Mobile,CZ,Datart,TOP,2,HUAWEI,P20 lite modr,Huawei P20 lite modr (SP-P20LDSLOM),5990.0,CZK
2019-05-30,Mobile,SK,Nay,Tile,14,Xiaomi,Redmi 7 32,Xiaomi Redmi 7 32 GB ierny,159.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,18,Xiaomi,Redmi 6 32,Xiaomi Redmi 6 32 GB zlat,119.0,EUR
2019-05-30,Mobile,CZ,Alza,Tile,2,Xiaomi,Mi 9 LTE,Xiaomi Mi 9 LTE 64GB modr,12999.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,13,Xiaomi,Redmi 6 32GB,Xiaomi Redmi 6 32GB LTE ern,2999.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,22,Xiaomi,Mi A2 128GB,Xiaomi Mi A2 128GB LTE Zlat,4799.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,23,Xiaomi,Redmi 6 3GB/64GB,Xiaomi Redmi 6 3GB/64GB LTE zlat,3299.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,24,Xiaomi,Redmi 6 3GB/64GB,Xiaomi Redmi 6 3GB/64GB LTE modr,3299.0,CZK
2019-05-30,Mobile,SK,Nay,Tile,17,Xiaomi,Redmi 6A 16,Xiaomi Redmi 6A 16 GB zlat,99.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,8,Xiaomi,Redmi 6A 16,Xiaomi Redmi 6A 16 GB ierny,99.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,6,Xiaomi,Redmi Note 7,Xiaomi Redmi Note 7 64 GB modr,229.0,EUR
2019-05-30,Mobile,CZ,Alza,Tile,16,Xiaomi,Redmi Note 7,Xiaomi Redmi Note 7 LTE 64GB ern,5799.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,15,Xiaomi,Redmi Note 7,Xiaomi Redmi Note 7 LTE 64GB modr,5799.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,4,Samsung,Galaxy Note9 8/512GB,"Samsung Galaxy Note9, 8/512GB, ern",19990.0,CZK
2019-05-30,Mobile,CZ,Datart,TOP,3,Samsung,Galaxy A6 ern,Samsung Galaxy A6 ern (SM-A600FZKNXEZ),5990.0,CZK
2019-05-30,Mobile,CZ,Datart,TOP,8,Samsung,Galaxy J3 (2017),Samsung Galaxy J3 (2017),,CZK
2019-05-30,Mobile,CZ,Datart,Tile,24,Samsung,Galaxy S10+ 128,Samsung Galaxy S10+ 128 GB bl (SM-G975FZWDXEZ),1690.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,26,Samsung,Galaxy S10 128,Samsung Galaxy S10 128 GB ern (SM-G973FZKDXEZ),999.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,13,Samsung,Galaxy A50 Dual,Samsung Galaxy A50 Dual SIM modr (SM-A505FZBSXEZ),1260.0,CZK
2019-05-30,Mobile,CZ,Datart,Tile,22,Samsung,Galaxy A50 Dual,Samsung Galaxy A50 Dual SIM ern (SM-A505FZKSXEZ),15990.0,CZK
2019-05-30,Mobile,SK,Nay,Tile,4,Samsung,Galaxy J4+ ruov,Samsung Galaxy J4+ ruov,119.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,5,Samsung,Galaxy J6+ siv,Samsung Galaxy J6+ siv,159.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,15,Samsung,Galaxy J6+ ierny,Samsung Galaxy J6+ ierny,159.0,EUR
2019-05-30,Mobile,CZ,Alza,Tile,1,Samsung,Galaxy J6+ Dual,Samsung Galaxy J6+ Dual SIM erven,4999.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,14,Samsung,Galaxy A40 Dual,Samsung Galaxy A40 Dual SIM ern,6499.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,19,Samsung,Galaxy A7 Dual,Samsung Galaxy A7 Dual SIM ern,6999.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,8,Samsung,Galaxy A7 Dual,Samsung Galaxy A7 Dual SIM modr,6999.0,CZK
2019-05-30,Mobile,CZ,Alza,Tile,4,Samsung,Galaxy A50 Dual,Samsung Galaxy A50 Dual SIM ern,8999.0,CZK
2019-05-30,Mobile,SK,Nay,Tile,7,Samsung,Galaxy A40 64,Samsung Galaxy A40 64 GB ierny,249.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,10,Samsung,Galaxy A40 64,Samsung Galaxy A40 64 GB modr,249.0,EUR
2019-05-30,Mobile,SK,Nay,Tile,13,Samsung,Galaxy A40 64,Samsung Galaxy A40 64 GB biely,249.0,EUR
2019-05-30,Mobile,CZ,Datart,TOP,5,Samsung,Galaxy A50 Dual,Samsung Galaxy A50 Dual SIM ern (SM-A505FZKSXEZ),8990.0,CZK
2019-05-30,Mobile,CZ,Mall,Tile,8,Samsung,Galaxy A50 4,"Samsung Galaxy A50 4 GB / 128 GB, modr",8990.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,13,Samsung,Galaxy S10e 128GB,"Samsung Galaxy S10e, 128GB, Green",19490.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,11,Samsung,Galaxy S10+ 128GB,"Samsung Galaxy S10+, 128GB, White",25990.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,4,Samsung,Galaxy A40 4,"Samsung Galaxy A40, 4 GB/64 GB, Black",6490.0,CZK
2019-05-31,Mobile,CZ,Datart,TOP,6,Samsung,Galaxy J3 (2017),Samsung Galaxy J3 (2017),8990.0,CZK
2019-05-31,Mobile,CZ,Alza,Tile,12,Samsung,Galaxy A40 Dual,Samsung Galaxy A40 Dual SIM ern v limitovan edici od Seznamu,6499.0,CZK
2019-05-31,Mobile,CZ,Datart,TOP,9,Samsung,Galaxy J3 (2017),Samsung Galaxy J3 (2017),23990.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,1,Samsung,Galaxy M20 4GB/64GB,"Samsung Galaxy M20, 4GB/64GB, Dark Grey",5490.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,10,Samsung,Galaxy A70 6,"Samsung Galaxy A70, 6 GB/128 GB, White",10490.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,15,Samsung,Galaxy S10 Plus,Samsung Galaxy S10 Plus G975F 128GB,20720.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,22,Samsung,Galaxy S8 G950F,Samsung Galaxy S8 G950F 64GB,9745.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,12,Samsung,Galaxy A40 A405F,Samsung Galaxy A40 A405F Dual SIM,5409.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,21,Samsung,Galaxy A7 (2018),Samsung Galaxy A7 (2018),5740.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,3,Samsung,Galaxy A50 A505F,Samsung Galaxy A50 A505F Dual SIM,6950.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,9,Samsung,Galaxy S10 G973F,Samsung Galaxy S10 G973F 128GB,16900.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,2,Samsung,Galaxy S10e G970F,Samsung Galaxy S10e G970F 128GB,13550.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,13,Samsung,Galaxy S9 G960F,Samsung Galaxy S9 G960F 64GB Dual SIM,11600.0,CZK
2019-05-31,Mobile,CZ,Alza,Tile,10,HUAWEI,Y6 Prime (2018),HUAWEI Y6 Prime (2018),3499.0,CZK
2019-05-31,Mobile,CZ,Alza,Tile,7,HUAWEI,P smart Black,HUAWEI P smart Black,3999.0,CZK
2019-05-31,Mobile,CZ,Alza,Tile,5,HUAWEI,P20 Lite Midnight,HUAWEI P20 Lite Midnight Black,5999.0,CZK
2019-05-31,Mobile,CZ,Alza,Tile,17,HUAWEI,P20 Lite Sakura,HUAWEI P20 Lite Sakura Pink,5999.0,CZK
2019-05-31,Mobile,CZ,Alza,Tile,18,HUAWEI,P20 Lite Klein,HUAWEI P20 Lite Klein Blue,5999.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,18,HUAWEI,P20 Lite 4GB/64GB,Huawei P20 Lite 4GB/64GB Dual SIM,4949.0,CZK
2019-05-31,Mobile,CZ,Datart,Tile,15,HUAWEI,P30 - Breathing,Huawei P30 - Breathing Crystal (SP-P30DSCOM),8990.0,CZK
2019-05-31,Mobile,CZ,Datart,Tile,22,HUAWEI,P30 - Black,Huawei P30 - Black (SP-P30DSBOM),2199.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,8,HUAWEI,P30 6 GB/128,"Huawei P30, 6 GB/128 GB, Midnight Black",15990.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,14,Xiaomi,Redmi 7 3,"Xiaomi Redmi 7, 3 GB / 64 GB, Global Version, Eclipse Black",4494.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,12,Xiaomi,Redmi 7 3,"Xiaomi Redmi 7, 3 GB / 32 GB, Global Version, Eclipse Black",3990.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,23,Xiaomi,Mi 9 SE,Xiaomi Mi 9 SE 6GB/64GB,8000.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,24,Xiaomi,Redmi 6A 2GB/16GB,Xiaomi Redmi 6A 2GB/16GB,1980.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,19,Xiaomi,Redmi 7 3GB/32GB,Xiaomi Redmi 7 3GB/32GB,3330.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,25,Xiaomi,Mi 8 Lite,Xiaomi Mi 8 Lite 4GB/64GB,4499.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,20,Xiaomi,Mi A2 Lite,Xiaomi Mi A2 Lite 4GB/64GB,3890.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,7,Xiaomi,Mi 9 6GB/128GB,Xiaomi Mi 9 6GB/128GB,11700.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,17,Xiaomi,Redmi 6 3GB/32GB,Xiaomi Redmi 6 3GB/32GB,2788.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,1,Xiaomi,Redmi Note 7,Xiaomi Redmi Note 7 4GB/64GB,4950.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,6,Xiaomi,Redmi Note 7,Xiaomi Redmi Note 7 4GB/128GB,5550.0,CZK
2019-05-31,Mobile,CZ,Datart,TOP,7,Apple,iPhone X 64,Apple iPhone X 64 GB - Silver (MQAD2CN/A),2999.0,CZK
2019-05-31,Mobile,CZ,Datart,TOP,8,Apple,iPhone 6s 32GB-,Apple iPhone 6s 32GB- Space Gray (MN0W2CN/A),,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,14,Apple,iPhone SE 32GB,Apple iPhone SE 32GB,5450.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,16,Apple,iPhone XR 64GB,Apple iPhone XR 64GB,17888.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,10,Apple,iPhone X 64GB,Apple iPhone X 64GB,20350.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,11,Apple,iPhone 6s 32GB,Apple iPhone 6S 32GB,6850.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,8,Apple,iPhone XS 64GB,Apple iPhone XS 64GB,23150.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,5,Apple,iPhone 7 32GB,Apple iPhone 7 32GB,8955.0,CZK
2019-05-31,Mobile,CZ,Heureka,TOP,4,Apple,iPhone 8 64GB,Apple iPhone 8 64GB,13850.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,6,Honor,8A 3+32GB Blue,"Honor 8A, 3+32GB, Blue",3790.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,2,Honor,20 Lite 4,"Honor 20 Lite, 4 GB/128 GB, Phantom Blue",6990.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,3,Honor,Play 64GB Navy,"Honor Play, 64GB, Navy Blue",5990.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,7,Honor,Play 64GB Ultra,"Honor Play, 64GB, Ultra Violet",5990.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,17,ALCATEL,1S Metallic Black,"Alcatel 1S, Metallic Black (5024D)",2690.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,18,ALCATEL,1S Metallic Blue,"Alcatel 1S, Metallic Blue (5024D)",2690.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,20,ALCATEL,3 4GB/64GB Black,"Alcatel 3, 4GB/64GB, Black Blue (5053K)",4490.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,21,ALCATEL,3 4GB/64GB Blue,"Alcatel 3, 4GB/64GB, Blue Purple (5053K)",4490.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,15,ALCATEL,1C (5003D),Alcatel 1C (5003D),1590.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,16,ALCATEL,1C (5003D),Alcatel 1C (5003D),1590.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,19,ALCATEL,1X (5059X),Alcatel 1X (5059X),1990.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,23,ALCATEL,5V (5060D),Alcatel 5V (5060D),3290.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,22,ALCATEL,5V (5060D),Alcatel 5V (5060D),3490.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,24,ALCATEL,3C (5026D),Alcatel 3C (5026D),2590.0,CZK
2019-05-31,Mobile,CZ,Mall,Tile,25,ALCATEL,3C (5026D),Alcatel 3C (5026D),2590.0,CZK
2019-05-31,Mobile,CZ,Datart,Tile,16,Aligator,VS 900 Senior,Aligator VS 900 Senior Dual SIM stbrn/erven (AVS900RS),1081.0,CZK
2019-05-31,Mobile,CZ,Datart,Tile,19,myPhone,Hammer Bow Plus,myPhone Hammer Bow Plus Dual SIM ern/oranov (TELMYHBOWPOR),1260.0,CZK
2019-05-31,Mobile,SK,Nay,Tile,17,Cubot,King Kong Dual,Cubot King Kong Dual SIM ierny,109.0,EUR
2019-05-31,Mobile,SK,Nay,Tile,1,Umidigi,One Pro Dual,Umidigi One Pro Dual SIM fialov,149.0,EUR
2019-05-31,Mobile,CZ,Datart,Tile,12,myPhone,7300 Dual SIM,myPhone 7300 Dual SIM ern/stbrn (TELMY7300GR),6490.0,CZK
2019-05-31,Mobile,CZ,Datart,Tile,23,Nokia,210 Dual SIM,Nokia 210 Dual SIM ern (16OTRB01A04),8990.0,CZK
2019-05-31,Mobile,CZ,Datart,Tile,25,Tesla,SimplePhone A50 ern,Tesla SimplePhone A50 ern (TAMBPSNA50BK),15990.0,CZK
2019-05-31,Mobile,SK,Nay,Tile,3,HTC,U Play ierny,HTC U Play ierny vystaven kus s plnou zrukou,199.0,EUR
2019-05-31,Mobile,SK,Nay,Tile,2,Umidigi,One Pro Dual,Umidigi One Pro Dual SIM ierny,149.0,EUR
2019-05-31,Mobile,CZ,Datart,Tile,21,Nokia,230 Dual SIM,Nokia 230 Dual SIM bl (A00026951),1790.0,CZK
2019-05-31,Mobile,CZ,Datart,Tile,18,Nokia,230 Dual SIM,Nokia 230 Dual SIM ern (A00026952),,CZK
2019-05-31,Mobile,SK,Nay,Tile,12,Honor,7A modr,Honor 7A modr,99.0,EUR
